1.8, 0
1.81, 2.81361e-07
1.82, 5.44241e-07
1.83, 7.32672e-07
1.84, 8.95647e-07
1.85, 1.04572e-06
1.86, 1.18829e-06
1.87, 1.32627e-06
1.88, 1.46137e-06
1.89, 1.59473e-06
1.9, 1.72714e-06
1.91, 1.85915e-06
1.92, 1.99117e-06
1.93, 2.12353e-06
1.94, 2.25647e-06
1.95, 2.39019e-06
1.96, 2.52484e-06
1.97, 2.66057e-06
1.98, 2.79746e-06
1.99, 2.93562e-06
2, 3.07512e-06
2.01, 3.21602e-06
2.02, 3.35837e-06
2.03, 3.50223e-06
2.04, 3.64763e-06
2.05, 3.79461e-06
2.06, 3.9432e-06
2.07, 4.09342e-06
2.08, 4.2453e-06
2.09, 4.39886e-06
2.1, 4.55412e-06
2.11, 4.7111e-06
2.12, 4.8698e-06
2.13, 5.03025e-06
2.14, 5.19245e-06
2.15, 5.35642e-06
2.16, 5.52216e-06
2.17, 5.68968e-06
2.18, 5.85899e-06
2.19, 6.0301e-06
2.2, 6.20301e-06
2.21, 6.37773e-06
2.22, 6.55427e-06
2.23, 6.73262e-06
2.24, 6.91279e-06
2.25, 7.0948e-06
2.26, 7.27863e-06
2.27, 7.46429e-06
2.28, 7.65179e-06
2.29, 7.84113e-06
2.3, 8.03231e-06
2.31, 8.22533e-06
2.32, 8.4202e-06
2.33, 8.61691e-06
2.34, 8.81547e-06
2.35, 9.01588e-06
2.36, 9.21814e-06
2.37, 9.42225e-06
2.38, 9.62822e-06
2.39, 9.83604e-06
2.4, 1.00457e-05
2.41, 1.02572e-05
2.42, 1.04706e-05
2.43, 1.06859e-05
2.44, 1.0903e-05
2.45, 1.11219e-05
2.46, 1.13427e-05
2.47, 1.15654e-05
2.48, 1.17899e-05
2.49, 1.20163e-05
2.5, 1.22446e-05
2.51, 1.24747e-05
2.52, 1.27066e-05
2.53, 1.29404e-05
2.54, 1.31761e-05
2.55, 1.34137e-05
2.56, 1.36531e-05
2.57, 1.38943e-05
2.58, 1.41374e-05
2.59, 1.43824e-05
2.6, 1.46292e-05
2.61, 1.48779e-05
2.62, 1.51285e-05
2.63, 1.53809e-05
2.64, 1.56351e-05
2.65, 1.58913e-05
2.66, 1.61492e-05
2.67, 1.64091e-05
2.68, 1.66708e-05
2.69, 1.69343e-05
2.7, 1.71997e-05
2.71, 1.7467e-05
2.72, 1.77361e-05
2.73, 1.8007e-05
2.74, 1.82798e-05
2.75, 1.85545e-05
2.76, 1.88311e-05
2.77, 1.91094e-05
2.78, 1.93897e-05
2.79, 1.96717e-05
2.8, 1.99557e-05
2.81, 2.02415e-05
2.82, 2.05291e-05
2.83, 2.08186e-05
2.84, 2.11099e-05
2.85, 2.14031e-05
2.86, 2.16982e-05
2.87, 2.19951e-05
2.88, 2.22938e-05
2.89, 2.25944e-05
2.9, 2.28968e-05
2.91, 2.32011e-05
2.92, 2.35072e-05
2.93, 2.38152e-05
